strain_id;probiotic_name;brand;strain_name;target;status;effect;icd;class;references_linkage;reference;taxonomy_id;detailed_effect;ncbi_genome;mbgd_genome;lineage
Probio_H_00669;Lactobacillus plantarum;Bio-kult;PXN47;Human;Marketed;Supports healty digestive and immune systems;K00-K93;"(K00-K93) Diseases of the digestive system; Immune health";https://www.amazon.com/Bio-Kult-Probiotic-120-caps-Pack/dp/B00RR38ROE/ref=sr_1_6_s_it?s=hpc&ie=UTF8&qid=1480043263&sr=1-6&keywords=Bio-kult;Amazon Website;1590;Support healty digestive and immune systems;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00670;Lactobacillus plantarum;InnovixLabs;SD-5209;Human;Marketed;Essential and influences every aspect of health from mood, metabolism, immunity and digestive comfort;"K00-K93; E00-E90";"(K00-K93) Diseases of the digestive system; Immune health; (E00-E90) Endocrine, nutritional and metabolic diseases";https://www.amazon.com/Multi-Strain-PROBIOTIC-InnovixLabs-Broad-Spectrum/dp/B00X4U2NDK/ref=sr_1_2_s_it?s=hpc&ie=UTF8&qid=1480065584&sr=1-2&keywords=InnovixLabs;Amazon Website;1590;Essential and influences every aspect of health from mood, metabolism, immunity and digestive comfort;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00671;Lactobacillus plantarum;InnovixLabs;SD-5870;Human;Marketed;Essential and influences every aspect of health from mood, metabolism, immunity and digestive comfort;"K00-K93; E00-E90";"(K00-K93) Diseases of the digestive system; Immune health; (E00-E90) Endocrine, nutritional and metabolic diseases";https://www.amazon.com/Multi-Strain-PROBIOTIC-InnovixLabs-Broad-Spectrum/dp/B00X4U2NDK/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1480072185&sr=1-1&keywords=InnovixLabs++probiotic;Amazon Website;1590;Essential and influences every aspect of health from mood, metabolism, immunity and digestive comfort;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00672;Lactobacillus plantarum;HealthAid;THT030707;Human;Marketed;Helps enhance mens health and well being;;Immune health;https://www.amazon.com/Health-Aid-MensProbio-30-Caps/dp/B00SVRTDS4/ref=sr_1_10_s_it?s=hpc&ie=UTF8&qid=1480047570&sr=1-10&keywords=HealthAid;Amazon Website;1590;Help enhance mens health and well being;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00673;Lactobacillus plantarum ;-;26.1;Human;Research;Antibacterial activity;A00-B99;(A00-B99) Certain infectious and parasitic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=24849010;Grosu-Tudor SS, Stancu MM, Pelinescu D, Zamfir M. Characterization of some bacteriocins produced by lactic acid bacteria isolated from fermented foods. <i>World J Microbiol Biotechnol</i>. 2014 Sep. 30(9):2459-69.;1590;Enhance IgA content in intestine;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00674;Lactobacillus plantarum ;-;COORG-1;Human;Research;Antimicrobial activity;A00-B99;(A00-B99) Certain infectious and parasitic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=25666113;Rao KP, Chennappa G, Suraj U, Nagaraja H, Raj AP, Sreenivasa MY. Probiotic potential of lactobacillus strains isolated from sorghum-based traditional fermented food. <i>Probiotics Antimicrob Proteins</i>. 2015 Jun. 7(2):146-56.;1590;Enhance IgA content in intestine;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00675;Lactobacillus plantarum ;-;COORG-4;Human;Research;Antimicrobial activity;A00-B99;(A00-B99) Certain infectious and parasitic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=25666113;Rao KP, Chennappa G, Suraj U, Nagaraja H, Raj AP, Sreenivasa MY. Probiotic potential of lactobacillus strains isolated from sorghum-based traditional fermented food. <i>Probiotics Antimicrob Proteins</i>. 2015 Jun. 7(2):146-56.;1590;Enhance IgA content in intestine;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00676;Lactobacillus plantarum ;-;COORG-6;Human;Research;Antimicrobial activity;A00-B99;(A00-B99) Certain infectious and parasitic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=25666113;Rao KP, Chennappa G, Suraj U, Nagaraja H, Raj AP, Sreenivasa MY. Probiotic potential of lactobacillus strains isolated from sorghum-based traditional fermented food. <i>Probiotics Antimicrob Proteins</i>. 2015 Jun. 7(2):146-56.;1590;Enhance IgA content in intestine;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00677;Lactobacillus plantarum ;-;LP01;Human;Clinical trial;Bacterial vaginosis;"A00-B99; N76.0";"(A00-B99) Certain infectious and parasitic diseases; (N00-N99) Diseases of the genitourinary system";http://www.ncbi.nlm.nih.gov/pubmed/?term=25291116;Vicariotto F, Mogna L, Del Piano M. Effectiveness of the two microorganisms Lactobacillus fermentum LF15 and Lactobacillus plantarum LP01, formulated in slow-release vaginal tablets, in women affected by bacterial vaginosis: a pilot study. <i>J Clin Gastroenterol</i>. 2014 Nov-Dec. 48 Suppl 1:S106-12.;1590;Enhance IgA content in intestine;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00678;Lactobacillus plantarum ;-;LP-115;Human;Clinical trial;Prevents postoperative infection;A00-B99;(A00-B99) Certain infectious and parasitic diseases;https://www.ncbi.nlm.nih.gov/pubmed/24570932;Zhang Y, Chen J, Wu J, et al. Probiotic use in preventing postoperative infection in liver transplant patients[J]. <i>Hepatobiliary Surgery & Nutrition</i>. 2013. 2(3):142-7.;1590;Enhance IgA content in intestine;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00679;Lactobacillus plantarum ;"Jarrow Formulas; Jarro-Dophilus; Belle and Bella; Jarrow";R1012;Human;Marketed;Have a positive influence on the composition of the intestinal microflora, promote intestinal health and support immune response;;"Immune health; Maintenance of human gut microenvironment";https://www.amazon.com/Jarrow-Formulas-Jarro-Dophilus-Supports-Intestinal/dp/B0013OUKTS/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1479910720&sr=1-1&keywords=Jarrow%2Bprobiotics&th=1;Amazon Website;1590;Have a positive influence on the composition of the intestinal microflora, promote intestinal health and support immune response;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00680;Lactobacillus reuteri;"Earth's Pearl; Now Foods; Nutrazest; MaxiZest; Great Oral Health; Replenish The Good; Hyperbiotics; Puranex; NutraCura; THIS IS NUTRITION; Activz; Nutrapuris; Swansom Probiotics; Vitruvian Natural Lab; Dr.David Williams; Life Space; Swanson; Irwin Naturals; Al Sports Nutrition; Garden of Life; Maverick Essentials; Probulin; Ultra6 Nutrition; BIOME360; Probiotic Vita; Abundant Health; Gaia Source; BioAmicus Probiotics; Advanced Naturals; Biogaia Biogaia Probiotic Chewable Tablets; Ultra Pro-20; Progressive Labs; Ibplus; Biogaia Protectis; Botanic Choice; Dental ProbioticVita; Nature's Secret; VitaCause; Swanson Oral; replenish;Everidis health sciences;PrimoNature;LoveBug;Premiva; Nature; Naturewise;DENTAL;premiva;Biogaia; Microbiome Plus; Nutri-West; Great Oal Health;LES Labs;Biome Defense; Maxi-health";-;Human;Marketed;"Aids in digestion and stimulate gastric juices; Promotes regularity and brings relief from diarrhoea and bloating ";K00-K93;"(K00-K93) Diseases of the digestive system; Immune health; Maintenance of human gut microenvironment";https://www.amazon.com/Ultra-Probiotic-Benefits-Probiotics-Digestion/dp/B01DDOYLFE/ref=sr_1_6_a_it?ie=UTF8&qid=1479804971&sr=8-6&keywords=Nutrazest;Amazon Website;1598;Aid in digestion and stimulate gastric juices,promotes regularity and brings relief from diarrhea and bloating ;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00681;Lactobacillus reuteri;BioGaia Probiotic chewable tablets or drops;ATCC 55730;Human;Marketed;Food digestion;K00-K93;(K00-K93) Diseases of the digestive system;http://cdrf.org/home/checkoff-investments/usprobiotics/products-with-probiotics/;Products with Probiotics.;1598;digestive health;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00682;Lactobacillus reuteri;-;ATCC 55730;Human;Clinical trial;Reduces pulmonary exacerbations and upper respiratory tract infections;E84;(E00-E90) Endocrine, nutritional and metabolic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=24121143;Di Nardo G, Oliva S, Menichella A, Pistelli R, De Biase RV, Patriarchi F, Cucchiara S, Stronati L. Lactobacillus reuteri ATCC55730 in cystic fibrosis. <i>J Pediatr Gastroenterol Nutr</i>. 2014 Jan. 58(1):81-6.;1598;Reduces pulmonary exacerbations and upper respiratory tract infections in patients with CF with mild-to-moderate lung disease.;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00683;Lactobacillus reuteri;Reuflor;ATCC 55730;Human;Clinical trial;Ulcerative colitis;K51.9;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=22150569;Oliva S, Di Nardo G, Ferrari F, Mallardo S, Rossi P, Patrizi G, Cucchiara S, Stronati L. Randomised clinical trial: the effectiveness of Lactobacillus reuteri ATCC 55730 rectal enema in children with active distal ulcerative colitis. <i>Aliment Pharmacol Ther</i>. 2012 Feb. 35(3):327-34.;1598;Is effective in improving mucosal inflammation and changing mucosal expression levels of some cytokines involved in the mechanisms of inflammatory bowel disease.;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00684;Lactobacillus reuteri;-;ATCC PTA5289;Human;Clinical trial;Anti-streptococci;K02;(K00-K93) Diseases of the digestive system;"http://www.ncbi.nlm.nih.gov/pubmed/?term=23737255; http://www.ncbi.nlm.nih.gov/pubmed/?term=23486236";"Ericson D, Hamberg K, Bratthall G, Sinkiewicz-Enggren G, Ljunggren L. Salivary IgA response to probiotic bacteria and mutans streptococci after the use of chewing gum containing Lactobacillus reuteri. <i>Pathog Dis</i>. 2013 Aug. 68(3):82-7.; Romani Vestman N, Hasslöf P, Keller MK, Granström E, Roos S, Twetman S, Stecksén-Blicks C. Lactobacillus reuteri influences regrowth of mutans streptococci after full-mouth disinfection: a double-blind, randomised controlled trial. <i>Caries Res</i>. 2013. 47(4):338-45.";1598;"Influence the adaptive immune response of the host; influences regrowth of mutans streptococci after full-mouth disinfection.";http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00685;Lactobacillus reuteri;Prodentis;ATCC PTA5289;Human;Clinical trial;Chronic periodontitis;K05.3;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=24164569;Teughels W, Durukan A, Ozcelik O, Pauwels M, Quirynen M, Haytac MC. Clinical  and microbiological effects of Lactobacillus reuteri probiotics in the treatment  of chronic periodontitis: a randomized placebo-controlled study. <i>J Clin Periodontol</i>. 2013 Nov. 40(11):1025-35.;1598;Could be a useful adjunct to SRP（ scaling and root planing） in chronic periodontitis.;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00686;Lactobacillus reuteri;-;DSM 12246;Human;Clinical trial;Atopic dermatitis;L20;(L00-L99) Diseases of the skin and subcutaneous tissue;http://www.ncbi.nlm.nih.gov/pubmed/?term=15520759;Rosenfeldt V, Benfeldt E, Valerius NH, Paerregaard A, Michaelsen KF. Effect  of probiotics on gastrointestinal symptoms and small intestinal permeability in children with atopic dermatitis. <i>J Pediatr</i>. 2004 Nov. 145(5):612-6.;1598;The probiotic supplementation may stabilize the intestinal barrier function and decrease gastrointestinal symptoms in children with atopic dermatitis.;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00687;Lactobacillus reuteri;-;DSM 122460;Human;Clinical trial;Atopic dermatitis;L20;(L00-L99) Diseases of the skin and subcutaneous tissue;http://www.ncbi.nlm.nih.gov/pubmed/?term=12589361;"Rosenfeldt V1, Benfeldt E, Nielsen SD, Michaelsen KF, Jeppesen DL, Valerius NH, Paerregaard A. Effect of probiotic Lactobacillus strains in children with atopic dermatitis. <i>J Allergy Clin Immunol</i>. 2003 Feb;111(2):389-95.";1598;A combination of L rhamnosus 19070-2 and L reuteri DSM 122460 was beneficial in the management of AD. The effect was more pronounced in patients with a positive skin prick test response and increased IgE levels.;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00688;Lactobacillus reuteri;BioGaia;DSM 17938;Human;Marketed;Helps the good microorganisms restore a natural balance in the gut;;Maintenance of human gut microenvironment;https://www.amazon.com/EVERIDIS-HEALTH-SCIENCES-Protectis-Supplement/dp/B00NAG7AF4/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1479906524&sr=1-1&keywords=BioGaia%2Bprobiotics&th=1;Amazon Website;1598;Helps the good microorganisms restore a natural balance in the gut;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00689;Lactobacillus reuteri;-;DSM 17938;Human;Clinical trial;Infantile colic;R10.4;(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;http://www.ncbi.nlm.nih.gov/pubmed/?term=25444531;Chau K, Lau E, Greenberg S, Jacobson S, Yazdani-Brojeni P, Verma N, Koren G.  Probiotics for infantile colic: a randomized, double-blind, placebo-controlled trial investigating Lactobacillus reuteri DSM 17938. <i>J Pediatr</i>. 2015 Jan. 166(1):74-8.;1598;Significantly improved colic symptoms by reducing crying and fussing times in breastfed Canadian infants with colic.;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00690;Lactobacillus reuteri;-;DSM 17938;Human;Clinical trial;Acute diarrhoea;"A09; K59.1";"(A00-B99) Certain infectious and parasitic diseases; (K00-K93) Diseases of the digestive system";http://www.ncbi.nlm.nih.gov/pubmed/?term=22680836;Francavilla R, Lionetti E, Castellaneta S, Ciruzzi F, Indrio F, Masciale A,  Fontana C, La Rosa MM, Cavallo L, Francavilla A. Randomised clinical trial: Lactobacillus reuteri DSM 17938 vs. placebo in children with acute diarrhoea--a double-blind study. <i>Aliment Pharmacol Ther</i>. 2012 Aug. 36(4):363-9.;1598;As an adjunct to rehydration therapy is efficacious in the treatment of acute diarrhoea reducing the frequency, duration and recrudescence rate of the disease.;http://www.ncbi.nlm.nih.gov/genome/438;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
